litter_id,litter_id_link,whelp_date,litter_registration,country_of_birth,sire_name,dam_name,breeders,birth_year
16611,Litter_Detail?LitterID=16611,"Dec 14, 2001",,Slovakia,WEKERLEI-NAGYMEDVE JOKER,CITA JAZAR SK,COVA,2001
5215,Litter_Detail?LitterID=5215,"Dec 14, 2001",WR060086,USA,CHESERHOF'S JUST BECAUSE,RUBY CORDELIA V ADLERHORST,BUTENAS (CO),2001
5216,Litter_Detail?LitterID=5216,"Dec 14, 2001",WR060425,USA,SUNSHINE'S CIRCA V LOWENZEHN,NORTHWEST NIRVANA V KIKAHULA,LANGFORD (WA),2001
5127,Litter_Detail?LitterID=5127,"Dec 13, 2001",WR056349,USA,LOWENZEHN'S REASON TO BELIEVE,SANTERA PUNKIANNA V CREST,NOVOCIN (MD) & NOVOCIN (MD),2001
5230,Litter_Detail?LitterID=5230,"Dec 13, 2001",WR066001,USA,SWISS STAR'S MARK MY WORDS,SNOBEARS MISCHIEF MAKER,CHAPDELAINE (CA) & CHAPDELAINE (CA),2001
15480,Litter_Detail?LitterID=15480,"Dec 13, 2001",,United Kingdom,OLDBERNE BERTIE EINSTEIN,GREDDOCH MOONLIGHT AT OLDBERNE,HALLAM,2001
29536,Litter_Detail?LitterID=29536,"Dec 13, 2001",,France,MAMBO DE LA FONTAINE DES PERES,PERLE DE L'ENCLOS DE LABOUYGUES,CHAUSSIDIERE  (),2001
29114,Litter_Detail?LitterID=29114,"Dec 13, 2001",,France,DIEGO V GRABOU,ONE DU CHATEAU DE CARBONNEAU,CELARIES (),2001
18720,Litter_Detail?LitterID=18720,"Dec 13, 2001",,Belgium,TAWAJAH'S UNAK,XHARON VAN T PACHTHOF,DE DECKER - VAN DE VELDE,2001
4892,Litter_Detail?LitterID=4892,"Dec 31, 2002",KL662600MY,Canada,KIMBERLITE'S DON JUAN V BEV,ALPENLIEB'S HIGHLAND MISCHIEF,HUME (ON) & HUME (ON),2002
5222,Litter_Detail?LitterID=5222,"Dec 31, 2002",WS026489,USA,ARKO Z AGOROVHO DVORA,ROCHELLE FROM BALIHARA RANCH,GEESEY (PA),2002
6909,Litter_Detail?LitterID=6909,"Dec 31, 2002",1075534MY,Canada,CAESAR V BEARCREEK,BESSY V BRUSCHHOLZ,HUEPPI (BC),2002
7395,Litter_Detail?LitterID=7395,"Dec 31, 2002",POLAND,Poland,TERTZO'S FAIRYTALE PRINCE,CHARA Z GEMERSKEJ POLOMY,DEIK,2002
11570,Litter_Detail?LitterID=11570,"Dec 31, 2002",,Hungary,HAJDINAORZO CSIBESZ,HARAPHAZI BATOR HEDY,PALNE (),2002
19187,Litter_Detail?LitterID=19187,"Dec 31, 2002",,Switzerland,YÖRG VD HOLDERSTOCKHÖHE,RIANA V SCHEIMATTHOF,BERGER (),2002
59744,Litter_Detail?LitterID=59744,"Dec 31, 2002",,Netherlands,XIMO FROM THE HAPPY DOG'S FARM,ROMY FROM THE HAPPY DOG'S FARM,SAASEN,2002
25478,Litter_Detail?LitterID=25478,"Dec 30, 2002",,Belgium,YORCKI VAN 'T MAROYKE,XHARA VAN 'T MAROYKE,MOREAU-BROUCKE,2002
33646,Litter_Detail?LitterID=33646,"Dec 30, 2002",,Germany,JONNY V OBERHOLZER FORST,BRISKA VD LOHER-HEIDE,NICKEL (),2002
6600,Litter_Detail?LitterID=6600,"Dec 30, 2002",WS027855,USA,DOREMIS GLOBETROTTER VON ASK,TAPLACS LOTTI,TAPLAC (CA),2002
17989,Litter_Detail?LitterID=17989,"Dec 29, 2002",030707,Norway,NORTON,CHIANTI CATINKA AV HISELFOSS,SOLBERG,2002
20437,Litter_Detail?LitterID=20437,"Dec 29, 2002",,Switzerland,VALKO V BIRKENHOF,EDINA V GRÄNZWEG,UNKNOWN (),2002
9228,Litter_Detail?LitterID=9228,"Dec 29, 2002",GU467273MY,Canada,SENNENHOF DURSLI,ORLOFF CAREY JEAN,KENNEDY (ON),2002
10347,Litter_Detail?LitterID=10347,"Dec 29, 2002",HJ559234MY,Canada,HELVETICA CHARLO,BRAYE FRIDOLINE,FAWER (QC),2002
30594,Litter_Detail?LitterID=30594,"Dec 29, 2002",WS028089,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2002
14299,Litter_Detail?LitterID=14299,"Dec 28, 2002",WS025711,USA,AHQUABI'S BANK ON IT,MOUNTAIN SPIRIT SECRET LIASON,BEHRENS (CT) & PATRIZIO (CT),2002
5018,Litter_Detail?LitterID=5018,"Dec 28, 2002",WR077926,USA,JUSTIN FROM BALIHARA RANCH,TAKARI MAIBOCK HEART STRINGS,HAFNER (NY),2002
5261,Litter_Detail?LitterID=5261,"Dec 27, 2002",WS028782,USA,BLACKJACK'S BACK TO BASICS,NOR-HAM'S QUEST FOR THE ALPS,HAMILTON (MD),2002
6861,Litter_Detail?LitterID=6861,"Dec 27, 2002",WS028716,USA,BULL VALLEY'S CLEAR A PATH,TAIL WAGGERS' ROCKIN ROXY,BARTNICK (IL),2002
6064,Litter_Detail?LitterID=6064,"Dec 27, 2002",HUNGARY,Hungary,MAGLOD-FALVI ARTEMIS,FELSO-SEGESDI DORKA,CSEPLO (),2002
14346,Litter_Detail?LitterID=14346,"Dec 27, 2002",,Russia,ZOLOTO ALLP DARIY,SENT MEDIUM ELZA,MEDVEDEVA,2002
12294,Litter_Detail?LitterID=12294,"Dec 27, 2002",WS034736,USA,FOXRUN ROYAL FLUSH,CLEARWATER'S BUDAPEST,PINKOWSKI (NY) & PINKOWSKI (NY),2002
12748,Litter_Detail?LitterID=12748,"Dec 27, 2002",WS037017,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,MCAULEY (CA),2002
9027,Litter_Detail?LitterID=9027,"Dec 27, 2002",HG512261MY,Canada,DIESEL'S LOBO LOWBED LORRY,DIESEL'S RCAF SNOWBIRD,BODNER (BC),2002
25848,Litter_Detail?LitterID=25848,"Dec 27, 2002",,France,EINSTEIN VON ALTEN HOLZ,PRUNE,CAILLET (),2002
35677,Litter_Detail?LitterID=35677,"Dec 26, 2002",,United Kingdom,ATLANTICBELL DIAMOND VIA CEGSHE,CEGSHE'S BAIZE,WOOD (),2002
50338,Litter_Detail?LitterID=50338,"Dec 26, 2002",,Netherlands,MORRIS KELLY V.'T KOREBLUUMKE,SHADOW V.D. NEWGOLBERHOEVE,BOUWMAN,2002
54929,Litter_Detail?LitterID=54929,"Dec 26, 2002",,Switzerland,JANO V HINTER-NACK,QUEEN LADY QUINA V KOPFREIN,,2002
21537,Litter_Detail?LitterID=21537,"Dec 26, 2002",,Germany,CERO V ALTEN HOLZ,HAPPY-SINA VOM VEIT,MOTHES (),2002
6439,Litter_Detail?LitterID=6439,"Dec 26, 2002",,Russia,KURT,DANIELLA,SHUMILICHEVA & YASHINA (),2002
7354,Litter_Detail?LitterID=7354,"Dec 25, 2002",GN480428MY,Canada,BEV'S THE LEADER OF THE BAND,LITTLEBEAR'S JULY'S SWEET CEILIDH,HUME (ON) & HUME (ON),2002
8265,Litter_Detail?LitterID=8265,"Dec 25, 2002",WS028384,USA,BLACKROCK XCEPTION TO THE RULE,SADIE'S MOUNTAIN CIDER,DIBASTIANI (MD),2002
10324,Litter_Detail?LitterID=10324,"Dec 25, 2002",KY710033MY,Canada,GRAAF BALTO OFF SOFIE'S PRIDE,TASHA,NAP (ON),2002
34618,Litter_Detail?LitterID=34618,"Dec 25, 2002",WS026222,USA,LAD'S RUI DE LA SUEDE,MAINE'S U GOTSUM SPLAIN' TO DO,KESNER (NY),2002
30338,Litter_Detail?LitterID=30338,"Dec 25, 2002",,France,PHORREST DE LA CLAIRIERE AUX CERFS,RÉHANE DE LA CLAIRIERE AUX CERFS,HUARD (),2002
25477,Litter_Detail?LitterID=25477,"Dec 25, 2002",,Belgium,URKO VAN DE SAMAIKA,VALERY VAN DE SAMAIKA,VAN OPSTAL,2002
25476,Litter_Detail?LitterID=25476,"Dec 24, 2002",,Belgium,UTHOR V SCHEIMATTHOF,VENUS LARUMSHOF,BORMANS,2002
34378,Litter_Detail?LitterID=34378,"Dec 24, 2002",WS038482,USA,ZACK VAN 'T STOKERYBOS,EBNET'S JUBELLEE,EBNET & EBNET (CA),2002
48991,Litter_Detail?LitterID=48991,"Dec 24, 2002",,Netherlands,FRITZ V NOAH'S FARM,TESSA V.H. BENNERBOS,VAN DEN BERG,2002
10382,Litter_Detail?LitterID=10382,"Dec 24, 2002",KQ682945MY,Canada,MOUNTAIN SPIRIT'S JUDGE,HAUTBOIS KELOWNA,"VERGE, DVM (QC)",2002
10383,Litter_Detail?LitterID=10383,"Dec 24, 2002",KQ697738MY,Canada,MOUNTAIN SPIRIT'S JUDGE,HAUTBOIS KENYA,"VERGE, DVM (QC)",2002
24345,Litter_Detail?LitterID=24345,"Dec 24, 2002",,France,ROC DE L'ERE DU VERSEAU,SONGE DU DOMAINE DE LA BODEGA,PAILLET (),2002
6823,Litter_Detail?LitterID=6823,"Dec 23, 2002",WS028723,USA,LAWSON'S BEAU BRUMMEL,LAWSON'S BONNIE BELLE,UNKNOWN (),2002
5316,Litter_Detail?LitterID=5316,"Dec 23, 2002",WS028615,USA,DAVOS DE MARAIS CHAMPAGNE,SWISS STARS AFFAIR TO REMEMBER,GARBAN (CA) & KATELL (CA),2002
49321,Litter_Detail?LitterID=49321,"Dec 23, 2002",,Netherlands,MORRIS KELLY V.'T KOREBLUUMKE,BALOU V.D. HOGE VELUWE,VAN OMME (),2002
30329,Litter_Detail?LitterID=30329,"Dec 23, 2002",,Japan,BN0188199,BN0154899,UNKNOWN (),2002
27407,Litter_Detail?LitterID=27407,"Dec 22, 2002",,France,POUCHKINE DU RUISSEAU ENSOLEILLE,OMEGA DU RUISSEAU ENSOLEILLE,PORCHER (TX),2002
22502,Litter_Detail?LitterID=22502,"Dec 22, 2002",,France,LORCKA DU RUISSEAU ENSOLEILLE,IRIS DES HAUTS MORTIERS,PLESSIS (),2002
23312,Litter_Detail?LitterID=23312,"Dec 21, 2002",WS026396,USA,NEUCHATEL'S CROWN HIM ROYAL,PRAISES SOPHIA VIOLA,ANDREWS (),2002
14528,Litter_Detail?LitterID=14528,"Dec 21, 2002",,Hungary,ZENGO-VOLGYI NEMES RAMON,DIDO-VARI GINA,METE (),2002
28929,Litter_Detail?LitterID=28929,"Dec 21, 2002",,United Kingdom,OLDBERNE BERTIE EINSTEIN,GREDDOCH MOONLIGHT AT OLDBERNE,HALLAM,2002
25599,Litter_Detail?LitterID=25599,"Dec 21, 2002",,France,SVEN DU HARAS DE LA VERGNE,RUDY DU PRINTEMPS DES OLIVETS,JOLIVET (),2002
37807,Litter_Detail?LitterID=37807,"Dec 21, 2002",,Sweden,QUILLO V RÜSCHBODE,SÄTERHUNDENS JUST ONE,HENRIKSSON,2002
59820,Litter_Detail?LitterID=59820,"Dec 21, 2002",,Netherlands,HANDIGE HENK FROM THE BARKING BUNCH,SANJA FLODDER V.D. HENDRIKAHOEVE,KAASJAGER-POL (),2002
28931,Litter_Detail?LitterID=28931,"Dec 20, 2002",,United Kingdom,DURRBACH HOBO,TORRIDONIAN FIRST CLASS,STEPHENSON (),2002
21311,Litter_Detail?LitterID=21311,"Dec 20, 2002",,France,NOUKOS DES HAUTES VERNADES,MERRY DE LA PAIX RETROUVEE,UNKNOWN (),2002
20993,Litter_Detail?LitterID=20993,"Dec 19, 2002",,Belgium,ZORBHA VAN 'T STOKERYBOS,XAPHRANE VAN 'T BEERTJES HOF,SCHOLLAERT,2002
22116,Litter_Detail?LitterID=22116,"Dec 19, 2002",,Finland,FRIDKULLAS OCCU,LIFE SPRING'S AFRODITE,UNKNOWN (),2002
25475,Litter_Detail?LitterID=25475,"Dec 19, 2002",,Belgium,XONEL VAN 'T PACHTHOF,TAWAJAH'S USHI,DE DECKER - VAN DE VELDE,2002
25472,Litter_Detail?LitterID=25472,"Dec 18, 2002",,Belgium,NEPAL DU RUISSEAU ENSOLEILLE,SALTA DES POTTERIES,GALAND,2002
25473,Litter_Detail?LitterID=25473,"Dec 18, 2002",,Belgium,KRISTIAN Z. GEMERSKEJ POLOMY,XINA VAN DE SAMAIKA,VAN OPSTAL,2002
25474,Litter_Detail?LitterID=25474,"Dec 18, 2002",,Belgium,VAYRAC VON HUKKELBERGEN,XAFRAANTJE VON BERNERLIEBE,CAVENTS,2002
43915,Litter_Detail?LitterID=43915,"Dec 18, 2002",,Netherlands,SUNNY BOY DE HEICOPPER,NOESKA DE HEICOPPER,VAN DE WEERD,2002
53033,Litter_Detail?LitterID=53033,"Dec 18, 2002",,Netherlands,KANJER DE HEICOPPER,JILL DE HEICOPPER,,2002
4814,Litter_Detail?LitterID=4814,"Dec 18, 2002",WS024018,USA,BLUE MTS BLK DIAMOND-TIMBRDG,BLUEMT'S PURSUIT OF PERFECTION,CAMPBELL (VT),2002
8717,Litter_Detail?LitterID=8717,"Dec 17, 2002",WS037461,USA,CO.WINGS BEU'S DEUCES WILD V RAY,COUNTRY WINGS PANDA BEAR,HILDRE (MN) & MCCORMICK (MN),2002
35310,Litter_Detail?LitterID=35310,"Dec 17, 2002",,Netherlands,HJALMAR BJÖRN UUT 'T WAARKHUUS,JUNE NIKITA VD PANICHA,UNKNOWN (),2002
25471,Litter_Detail?LitterID=25471,"Dec 16, 2002",,Belgium,XONEL VAN 'T PACHTHOF,XIEBE VAN 'T PACHTHOF,DE DECKER - VAN DE VELDE,2002
21254,Litter_Detail?LitterID=21254,"Dec 16, 2002",,France,POUCHKINE DU RUISSEAU ENSOLEILLE,PAULINE DES OURS DU MONT AURELIEN,PAILLET (),2002
19772,Litter_Detail?LitterID=19772,"Dec 16, 2002",,USA,BERNBRAE'S GRAND FINALE,BERNBRAE'S TYROLEAN TOOTSIE,UNKNOWN (),2002
13223,Litter_Detail?LitterID=13223,"Dec 16, 2002",,Belgium,PAUL DU RUISSEAU ENSOLEILLE,XIBELLE VAN 'T BEERTJES HOF,MAERTENS,2002
10294,Litter_Detail?LitterID=10294,"Dec 16, 2002",FE352742MY,Canada,CAESAR V BEARCREEK,ADINA V BEARCREEK,CHARDONNENS (SK),2002
9236,Litter_Detail?LitterID=9236,"Dec 15, 2002",JA564085MY,Canada,SCHMUCKI GLORIOUS DE LASSIE,DELASSIE SUZANNA ANTARES,BERUBE (QC),2002
10379,Litter_Detail?LitterID=10379,"Dec 15, 2002",JA558714MY,Canada,MOUNTAIN SPIRIT'S JUDGE,RUMCAY'S A KIARA SWISS ECHO,PATRY (QC),2002
18552,Litter_Detail?LitterID=18552,"Dec 15, 2002",,Austria,BASTIAN V MURAU,ANKA VD GENIGAU,UNKNOWN (),2002
35668,Litter_Detail?LitterID=35668,"Dec 15, 2002",,United Kingdom,FORTONPARK STAR GALAXY,BRAMBLECROFT MIDNITE MAGIC,JACKSON (),2002
32172,Litter_Detail?LitterID=32172,"Dec 15, 2002",APPROXIMATE,,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2002
41967,Litter_Detail?LitterID=41967,"Dec 14, 2002",,USA,SILVER'S STOGIE BEAR !,OCTOBER'S HUGGIE BEAR!,SEMRAU (CT),2002
25464,Litter_Detail?LitterID=25464,"Dec 14, 2002",,Belgium,YANKEE,XSARAH VAN 'T PACHTHOF,MENNECHEZ - REMY,2002
25698,Litter_Detail?LitterID=25698,"Dec 14, 2002",,Sweden,SIMITI'S FENRIK BILBO,BRÄNNGÄRDANS ÄMIRA ZINBEL,UNKNOWN (),2002
28914,Litter_Detail?LitterID=28914,"Dec 14, 2002",,United Kingdom,SNOANDA KING CREOLE,THORSKER LADY OF THE MOOR,BARNARD (),2002
17933,Litter_Detail?LitterID=17933,"Dec 14, 2002",,Switzerland,IVO V DALLAS,PADA V TRUBERGLÜCK,KÖNIG (),2002
12758,Litter_Detail?LitterID=12758,"Dec 14, 2002",WS052371,USA,SILVERS TWISTEN OLIVER,DEE'S PRETTY PENELOPE,SILVER (MI),2002
11384,Litter_Detail?LitterID=11384,"Dec 14, 2002",WS027986,USA,OCTOBER'S HAPPY AMBASSADOR,OCTOBER'S DOUBLE BLOOM'N LILY,DUNN (NY) & SMITH (GA) & SMITH (GA),2002
14894,Litter_Detail?LitterID=14894,"Dec 14, 2002",,Russia,HAIKO V GEISSBERG,SIERA  V SCHEIMATTHOF,FEDOROVICHEVA (),2002
7289,Litter_Detail?LitterID=7289,"Dec 14, 2002",WR077864,USA,PRINZ V MONT-DEDOS,GABRIEL-BERNAE'S DELIGHT,BEILER (PA) & BEILER JR.,2002
4881,Litter_Detail?LitterID=4881,"Dec 14, 2002",WR076631,USA,OCTOBER'S REAL GOOD TIME,KANDLEWICK MT'S LIBERTY,MULVEY,2002
6053,Litter_Detail?LitterID=6053,"Dec 14, 2002",WS023455,USA,ZOLOTO ALLP ROLAND,JOY,SORRELL,2002
5906,Litter_Detail?LitterID=5906,"Dec 13, 2002",WS039655,USA,OCTOBER'S ADELSTEN V AYEHLI,ABBEY Z REBBERG,CONROY (KY) & CONROY (KY),2002
5907,Litter_Detail?LitterID=5907,"Dec 13, 2002",WS040336,USA,OCTOBER'S BELIEVE IN MAGIC,ABBEY Z REBBERG,CONROY (KY) & CONROY (KY),2002
4819,Litter_Detail?LitterID=4819,"Dec 13, 2002",WS024155,USA,ARKO Z AGOROVHO DVORA,RAY'S MAGIC MAE HAPPEN,HUGHES (NY) & ZIMMERMAN (PA),2002
7651,Litter_Detail?LitterID=7651,"Dec 13, 2002",WS128431,USA,GREAT LAKES J. SPENCER BARNS,HIGH ALPS DREAMS IN THE MIST,HARRIS (OH) & HARRIS (OH),2002
23197,Litter_Detail?LitterID=23197,"Dec 13, 2002",,USA,CASCADE ECHO'S QUITE THE RIOT,CASCADE ECHO'S SECRET INGREDIENT,WILLIAMS (OR),2002
25073,Litter_Detail?LitterID=25073,"Dec 13, 2002",,France,S'NESTOR DU MAS DE CHABRENILLE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2002
37354,Litter_Detail?LitterID=37354,"Dec 12, 2002",,,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2002
15013,Litter_Detail?LitterID=15013,"Dec 12, 2002",030017,Norway,RALLAR-BJØRNENS MASTER STRONG,NIKITA,SØTVIK,2002
4900,Litter_Detail?LitterID=4900,"Dec 12, 2002",WR077190,USA,NASHEMS GOT IT MADE,SAPPHIRE'S WALTZING MATILDA,ARBUTHNOT (AZ) & ARBUTHNOT (AZ),2002
5551,Litter_Detail?LitterID=5551,"Dec 12, 2002",WS048084,USA,SILVERS TWISTEN OLIVER,BLUE HEAVEN GERTRUDE SILVER,SILVER (MI),2002
5542,Litter_Detail?LitterID=5542,"Dec 11, 2002",WR076650,USA,GREAT LAKES J. SPENCER BARNS,DAMAINTI FROM BALIHARA RANCH,"MOHAPP, LCSW (WI)",2002
4909,Litter_Detail?LitterID=4909,"Dec 11, 2002",WR078454,USA,HERON POND'S GOOD THUNDER,MYTHICS ONE FOUR FALL FRENZI,LAPINEL (NY),2002
7109,Litter_Detail?LitterID=7109,"Dec 31, 2003",WS071295,USA,M.Y. MOHAWK,CEDAR HILLL'S MOLLY,LEWIS (OH),2003
7214,Litter_Detail?LitterID=7214,"Dec 31, 2003",,Mexico,NIAGARA DU RUISSEAU ENSOLIELLE,PENELOPE (TAMES),TAMES  (),2003
10883,Litter_Detail?LitterID=10883,"Dec 31, 2003",FW417338NY,Canada,BLUES DE QUALITY,BIRKA VON IZMAR,PITZINI (QC),2003
11044,Litter_Detail?LitterID=11044,"Dec 31, 2003",KW701932NY,Canada,LOWENZEHN'S REASON TO BELIEVE,MIROCO TARA DE BARBARY,GAUTHIER (QC),2003
15126,Litter_Detail?LitterID=15126,"Dec 31, 2003",,USA,GAGE'S JACOB,AMELIA NA OBRAZE,GAGE (TX),2003
43341,Litter_Detail?LitterID=43341,"Dec 31, 2003",,Russia,RICCARRON FROG PRINCE,XILFIDA VOM HEIDEBORN,,2003
37882,Litter_Detail?LitterID=37882,"Dec 30, 2003",,Poland,AMBERDEEN VON SCHWEIZERLIEBE,KLARIS HELVETIUS,ZIETARA (),2003
15373,Litter_Detail?LitterID=15373,"Dec 30, 2003",WS065896,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
17028,Litter_Detail?LitterID=17028,"Dec 30, 2003",,Australia,AIA'S LOWENZEHN AMERICAN PRIDE,BRANBERN SPECIAL TYMES,UNKNOWN (),2003
17482,Litter_Detail?LitterID=17482,"Dec 30, 2003",,Sweden,BANNERT'S BERNESE ARTHOS,DALALEDS ÅSA TÖSEN,LIRBANK,2003
11041,Litter_Detail?LitterID=11041,"Dec 30, 2003",FE331630NY,Canada,LION V NESSELACKER,HELVETICA DAISY CATHY,BAHLER,2003
8598,Litter_Detail?LitterID=8598,"Dec 30, 2003",WS068398,USA,PLANTATION DELIGHT SIR WINSTON,MY PRINCESS BELLAMIA,ANGELISANTI (PA) & ANGELISANTI (PA),2003
9379,Litter_Detail?LitterID=9379,"Dec 30, 2003",HG512271NY,Canada,FIJNE FIDEL FROM THE BARKING BUNCH,DIESEL'S ORDAS MONYA,PARRY,2003
5690,Litter_Detail?LitterID=5690,"Dec 30, 2003",WS068769,USA,MONUMENT MT'S CHIEF CAVANAUGH,CLASSIQUE'S FOREVER THANKFUL,ZECHER (VT),2003
5745,Litter_Detail?LitterID=5745,"Dec 30, 2003",HL518459NY,Canada,VILLAIRNS MAX FLI,VILLAIRNS SIERRA SLEEPER,HODGSON & HODGSON (ON),2003
7322,Litter_Detail?LitterID=7322,"Dec 29, 2003",WS072725,USA,DAISY JACKS ZOLOTO CHANCE,YUZHANA,NEELY (MO),2003
7888,Litter_Detail?LitterID=7888,"Dec 29, 2003",WS073197,USA,LABERNESE LIVIN LAVIDA LOCA,SOUTHWIND DARLING CLEMENTINE,CONS (ME) & CONS (ME),2003
6443,Litter_Detail?LitterID=6443,"Dec 29, 2003",WS069797,USA,LIN CARS CODE OF SKYLANDS,SATIN'N' JEWELS V SHERRYWOOD,CARNEY (PA),2003
8829,Litter_Detail?LitterID=8829,"Dec 29, 2003",LN736589NY,Canada,BEN VD HAGROSE,HELVETICA DAMINA,BAHLER,2003
11375,Litter_Detail?LitterID=11375,"Dec 29, 2003",,Brazil,FRITZ OF GREENHILL,DÜRRBÄCHLER BIANCA BOUVIER DU PARADIS,FUKUDA (),2003
11080,Litter_Detail?LitterID=11080,"Dec 28, 2003",KY707256NY,Canada,SAM DE LATREILLE,MISS GAIL DE LAVIO,LAVIOLETTE,2003
8594,Litter_Detail?LitterID=8594,"Dec 28, 2003",JE580317NY,Canada,MOUNTAIN SPIRIT'S DARTH VADER,MOUNTAIN SPIRIT'S XANDRA,TURBIDE (QC),2003
5694,Litter_Detail?LitterID=5694,"Dec 28, 2003",WS071244,USA,KEILISSA'S DRIVEN TO SUCCESS,CERRI'S PROBABLE CAUSE,RITTER (NJ) & RITTER (NJ),2003
5436,Litter_Detail?LitterID=5436,"Dec 28, 2003",,USA,PARKER VALENTINE,HEIDI JO,CARTER,2003
35722,Litter_Detail?LitterID=35722,"Dec 28, 2003",,United Kingdom,HALESBERN PADDY'S PRINCE AT PADDYBERN,HALESBERN ALL THAT JAZZ AT PADDYBERN,UNKNOWN (),2003
29378,Litter_Detail?LitterID=29378,"Dec 28, 2003",,United Kingdom,BERNERHOF TODDS STAR,BERNERHOF RAINBOW DUST,ELLIS,2003
21517,Litter_Detail?LitterID=21517,"Dec 27, 2003",,Germany,CERO V ALTEN HOLZ,WIESEL VOM ALTEN BAUERNHOF,UNKNOWN (),2003
23437,Litter_Detail?LitterID=23437,"Dec 27, 2003",,USA,COUNTRY VIEW MIDNIGHT,COUNTRY VIEW SHEBA,SCHROCK (MO) & SCHROCK,2003
46915,Litter_Detail?LitterID=46915,"Dec 27, 2003",,Netherlands,CASTOR VD BOLLENHOEK,ELCHICOTA,VAN OMME (),2003
6348,Litter_Detail?LitterID=6348,"Dec 27, 2003",WS071236,USA,NEUCHATEL'S CROWN HIM ROYAL,TWO-OAKS KESSADRA,ANDREWS (),2003
18128,Litter_Detail?LitterID=18128,"Dec 27, 2003",,United Kingdom,SNOANDA KING CREOLE,ENGETAL AMBER NECTAR,BULLOCK,2003
12400,Litter_Detail?LitterID=12400,"Dec 27, 2003",WS073198,USA,MEADOW WOOD ZAC V KASABLANCA,KASABLANCA'S BLACK LOTUS,GILLIAM (VA) & KINCAID,2003
6844,Litter_Detail?LitterID=6844,"Dec 26, 2003",WS068940,USA,BLOEMCO'S PANZER GENERAL,SZILAS-BERNI JENNIFER,DRESCHER (MN),2003
7999,Litter_Detail?LitterID=7999,"Dec 26, 2003",WS071157,USA,KEG'S TWIN TOWER,WINDY ALPINE HOPE,GRIFFIN (SC),2003
7257,Litter_Detail?LitterID=7257,"Dec 26, 2003",WS068518,USA,LABANC-VÖLGYI ALF,ASHFLAT LUCILLE AMELIA,MILLER (OK),2003
6196,Litter_Detail?LitterID=6196,"Dec 26, 2003",WS075299,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2003
67081,Litter_Detail?LitterID=67081,"Dec 26, 2003",,Netherlands,RUSTY VD BENNORA,GOYA,,2003
21501,Litter_Detail?LitterID=21501,"Dec 26, 2003",,Denmark,KABI'S CÆSAR,HERLETTA'S FLEUR,UNKNOWN (),2003
25011,Litter_Detail?LitterID=25011,"Dec 26, 2003",,France,ROMEO DU RIVAGE DES MILLE ETANGS,NATACHA DU CHALET CENTORINE,SARRAZIN  (),2003
21900,Litter_Detail?LitterID=21900,"Dec 25, 2003",,Austria,DINO VD HOHEN LINDE,DUNJA V SCHOTTERBODEN,DIETRICH (),2003
54944,Litter_Detail?LitterID=54944,"Dec 25, 2003",,Switzerland,RIVER V KLEINHOLZ,BINA V RUEDERTHAL,,2003
37602,Litter_Detail?LitterID=37602,"Dec 25, 2003",,Australia,ZANZEBERN SAMPRAS,MAGPIELANE MOON SPIRIT,,2003
5744,Litter_Detail?LitterID=5744,"Dec 25, 2003",WS071386,USA,L-SIN'S DREAM'S AND DESIRE'S,L-SIN-SKYLYN'S I'M NO ANGEL,LEO (VA) & LEO (VA) & MCLEAN (MI) & ROBINSON,2003
5725,Litter_Detail?LitterID=5725,"Dec 25, 2003",HA475993NY,Canada,SWISSKISS THUNDERSTRUCK,SWISSKISS YOU WERE MEANT FOR ME,KNOWLES (BC),2003
12699,Litter_Detail?LitterID=12699,"Dec 25, 2003",WS072742,USA,NEY,SZOREGI-DEVIL PIRI,MIEKLEY,2003
13469,Litter_Detail?LitterID=13469,"Dec 25, 2003",,New Zealand,TURI V BERNETTA,BRIENZ GELASSEN SONNENBLUME,LANGFORD,2003
14916,Litter_Detail?LitterID=14916,"Dec 25, 2003",040485,Norway,HONEY MIX BRAVO,HANNA HOTTENTOTT AV HISELFOSS,SOLBERG,2003
11053,Litter_Detail?LitterID=11053,"Dec 25, 2003",LG750844NY,Canada,MOUGLY VON IZMAR,MIREL VON IZMAR,PITZINI (QC),2003
9006,Litter_Detail?LitterID=9006,"Dec 24, 2003",WS065750,Hungary,ANTEY'S SIR SCOTT,GORBAHEGYALJAI KIRA,MARTIN (MO),2003
28257,Litter_Detail?LitterID=28257,"Dec 24, 2003",,United Kingdom,KERNOW MY WAY FOR JAYBIEM,TICKBERN BECKY BROWN AT ALISNOBERN,ALLISON,2003
35201,Litter_Detail?LitterID=35201,"Dec 24, 2003",,Japan,M.T. FUJI OF NAKAJIMA ISLAND JP,CURLY OF SNOW BOUND JP,UNKNOWN (),2003
