litter_id,litter_id_link,whelp_date,litter_registration,country_of_birth,sire_name,dam_name,breeders,birth_year
33215,Litter_Detail?LitterID=33215,"Dec 25, 2000",WR007145,USA,SUNSHINES BOUNTIFUL HARVEST,ROGEL'S GRAND PRIX DE WYEMEDE,CRAWFORD (MD) & CRAWFORD (MD),2000
10738,Litter_Detail?LitterID=10738,"Dec 25, 2000",EE268951KY,Canada,STABO'S SULTAN LANLIX,CADOU DE CONSTELATION,LAVIOLETTE,2000
9165,Litter_Detail?LitterID=9165,"Dec 25, 2000",WR009693,USA,MIRKO DE LA VALLEE DE L'EUROPE,BAY PATH'S QUINTESSENCE,PINKOWSKI (NY) & PINKOWSKI (NY),2000
6551,Litter_Detail?LitterID=6551,"Dec 25, 2000",WR010814,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2000
10737,Litter_Detail?LitterID=10737,"Dec 24, 2000",EC240797KY,Canada,STABO'S SULTAN LANLIX,BICHE DE CONSTELATION,LAVIOLETTE,2000
13867,Litter_Detail?LitterID=13867,"Dec 24, 2000",WR009662,USA,HOPE'S TIMBER V JAMARS,KASABLANCA'S SIERRA SUNRISE,GILLIAM (VA),2000
18810,Litter_Detail?LitterID=18810,"Dec 24, 2000",,Belgium,UBALOU,URANNIE,BAGUET,2000
18811,Litter_Detail?LitterID=18811,"Dec 24, 2000",,Belgium,VOLVO VON BERNERLIEBE,XANA VON SABWYJAMER,MERGAERT,2000
33251,Litter_Detail?LitterID=33251,"Dec 24, 2000",WR013067,USA,DE-LI'S SEASON PREMIER,DOGWOODS JEWEL AT BLACKROCK,COX (PA) & COX (PA) & MILLS (MD),2000
32900,Litter_Detail?LitterID=32900,"Dec 23, 2000",WR010281,USA,HONEY MIX BRAVO,BLACKCORAL A LADY GO DIVER,CANDELARIA (ID),2000
28748,Litter_Detail?LitterID=28748,"Dec 23, 2000",,United Kingdom,RIDGEWATER SKYCHIEF OF GLANZBERG,KYLEBURN NIGHT JASMINE,BURROWES (),2000
21258,Litter_Detail?LitterID=21258,"Dec 23, 2000",,France,NADIR DE L'HARNOIS BLANC,MIMIE DU PIC DE CAYLOU,UNKNOWN (),2000
21504,Litter_Detail?LitterID=21504,"Dec 23, 2000",,Switzerland,PASCHA V VEIT,GHANA V RÜSCHBODE,BURI (),2000
16017,Litter_Detail?LitterID=16017,"Dec 23, 2000",,Sweden,DOREMIS AJAX BASCO,DOREMIS XTRA SPECIAL A LADY,KARLSSON,2000
6248,Litter_Detail?LitterID=6248,"Dec 23, 2000",HUNGARIAN,Hungary,CSILLAG-BERCI DONCI,RETGATI FUZES INGE,NAGY (),2000
7773,Litter_Detail?LitterID=7773,"Dec 22, 2000",,Slovakia,WEKERLEI-NAGYMEDVE JOKER,JOKO Z BACOVHO KLOBUKA,MESZAROS (),2000
28747,Litter_Detail?LitterID=28747,"Dec 22, 2000",,United Kingdom,JOSHAMAR SON OF A BEAR,MADAME CHOLETTE'S TIER,BULLOCK,2000
29945,Litter_Detail?LitterID=29945,"Dec 22, 2000",,Argentina,FLASH V SEERÄUBER,COGNAC VON DURRBACH,SOMOZA (),2000
33279,Litter_Detail?LitterID=33279,"Dec 22, 2000",WR018691,USA,EUR-AM'S HANSELMANN,HELLO DOLLY VD BUUT VRIJ HOEVE,ADAIR (TN),2000
62058,Litter_Detail?LitterID=62058,"Dec 22, 2000",FS373874KY,Canada,LOWENZEHN'S REASON TO BELIEVE,CHASSERON'S CLASSIC PEARL,ROBERTSON (ON) & ROBERTSON (ON),2000
60170,Litter_Detail?LitterID=60170,"Dec 21, 2000",,Netherlands,CASTA V. KERKENLAND,BIANKA-CARLA V. KERKENLAND,,2000
47023,Litter_Detail?LitterID=47023,"Dec 21, 2000",,Netherlands,CASTA V. KERKENLAND,DUNJA V. KERKENLAND,UNKNOWN (),2000
32794,Litter_Detail?LitterID=32794,"Dec 21, 2000",PENDING,USA,PIONEER'S KRUGERRAND,BONMEADS URIELLE V PIONEER,HEWITT & REYNOLDS,2000
21403,Litter_Detail?LitterID=21403,"Dec 20, 2000",,France,OT DOG DE L'ENCLOS DE LABOUYGUES,OKAY DES SEIGNEURS DE SAINT ANDRE,UNKNOWN () & UNKNOWN (),2000
23298,Litter_Detail?LitterID=23298,"Dec 20, 2000",,Argentina,FLASH V SEERÄUBER,COGNAC VON DURRBACH,SOMOZA (),2000
34282,Litter_Detail?LitterID=34282,"Dec 20, 2000",WR017534,USA,VIRUS,PEACEFIELD SOUTHWIND'S SILK,STARBIRD (ME) & STARBIRD (ME),2000
34674,Litter_Detail?LitterID=34674,"Dec 20, 2000",,Netherlands,FRITZ V NOAH'S FARM,STELLA VD BENNORA,UNKNOWN (),2000
35403,Litter_Detail?LitterID=35403,"Dec 19, 2000",,United Kingdom,HAMWELL HEINDRICK AT COLIBURN,BLUMENTAL MOUNTAIN LAUREL,WILSON,2000
38702,Litter_Detail?LitterID=38702,"Dec 19, 2000",,Italy,MACIS SPRINGSTEEN,TIMBA V BAHNDAMM,ZUCCHERI (),2000
20295,Litter_Detail?LitterID=20295,"Dec 19, 2000",,Czech Republic,ALADDIN VD ROSALIENQUELLE,DESA BENCO,PROCHÄZKOVA (),2000
5351,Litter_Detail?LitterID=5351,"Dec 19, 2000",WR013248,USA,ROGEL'S GENTILHOMME,HIDDEN VALLEY'S MISS SIAGON,FELICE (WA),2000
11249,Litter_Detail?LitterID=11249,"Dec 18, 2000",,United Kingdom,RIDGEWATER SKYCHIEF OF GLANZBERG,RUMWORTH LITTLE DOLL,MASTERS & WALSH,2000
18809,Litter_Detail?LitterID=18809,"Dec 18, 2000",,Belgium,URAN VAN 'T BALLAERSHOF,VIENNA VAN 'T BUYCKXHOF,DIERCKX - BAELUS,2000
34374,Litter_Detail?LitterID=34374,"Dec 18, 2000",WR010111,USA,JAN-JAKOB V  BÄRNBIET,PEZ LADY DUCHESS,HELLER (PA),2000
15107,Litter_Detail?LitterID=15107,"Dec 17, 2000",,Switzerland,MACIS SPRINGSTEEN,VANJA VD HAGROSE,BÄRTSCHI (),2000
4974,Litter_Detail?LitterID=4974,"Dec 16, 2000",,Slovakia,ARKOS IMOT,DIDA Z BACOVHO KLOBUKA,UNKNOWN (),2000
33283,Litter_Detail?LitterID=33283,"Dec 16, 2000",WR007339,USA,BULL VALLEY'S CLEAR A PATH,SWISS STARS EVERY WITCH WAY,KNUTH (WI) & KNUTH (WI),2000
33402,Litter_Detail?LitterID=33402,"Dec 16, 2000",WR007120,USA,VIRUS,MOSSFLOWER AARON'S ANGEL,PHELPS & WHITING (VT),2000
54895,Litter_Detail?LitterID=54895,"Dec 16, 2000",,Switzerland,MACIS SPRINGSTEEN,VANJA VD HAGROSE,,2000
35247,Litter_Detail?LitterID=35247,"Dec 15, 2000",,Netherlands,HJALMAR BJÖRN UUT 'T WAARKHUUS,BAIKA V.H. MARLESEVELD,FIKKERT (),2000
32932,Litter_Detail?LitterID=32932,"Dec 15, 2000",WR006064,USA,SEPP V RÜSCHBODE,TAPLACS TANYA TUCKER,TAPLAC (CA),2000
6486,Litter_Detail?LitterID=6486,"Dec 15, 2000",WR009597,USA,L-SIN-SKYLYN'S HARLEIGH'S RIO,RIVERWIND TWIST OF FATE,UNKNOWN (),2000
12084,Litter_Detail?LitterID=12084,"Dec 14, 2000",WR007999,USA,MONUMENT MTN ONE LUMP R TWO,HAVOCHILLS WILD LILY V DE-LI,ZECHER (VT),2000
13793,Litter_Detail?LitterID=13793,"Dec 13, 2000",WR009349,USA,BAUERNHOFS SIMON,DALLYBECKS STARLIGHT EXPRESS,REHO (VA),2000
16788,Litter_Detail?LitterID=16788,"Dec 13, 2000",010140,Norway,SENNETTA'S SIXTEN,BE MY BABY AV HISELFOSS,SOLBERG,2000
8751,Litter_Detail?LitterID=8751,"Dec 13, 2000",,Australia,MATERA'S PETER PUMPKIN,MAKKER NORDIC SAGA,UNKNOWN (),2000
32751,Litter_Detail?LitterID=32751,"Dec 13, 2000",WR009070,USA,OCTOBER'S BELIEVE IN MAGIC,BLACK 'N GOLD'S FIRST GLORY,SMITH (IN) & SMITH (IN),2000
33225,Litter_Detail?LitterID=33225,"Dec 13, 2000",,Switzerland,YÖRG VD HOLDERSTOCKHÖHE,KESSY V SONNENRAIN,BAUMBERGER-KERNEN (),2000
6459,Litter_Detail?LitterID=6459,"Dec 12, 2000",,Germany,AKI VD LONDORFER KAPELLE,VENJA VAN 'T GROVENSHOF,KONTOVSKI,2000
13098,Litter_Detail?LitterID=13098,"Dec 12, 2000",,Sweden,MACIS ZAM MONT MORZY,SENNENVÄNNENS JORUN,GUNNARSSON & RYD-GUNNARSSON,2000
12447,Litter_Detail?LitterID=12447,"Dec 11, 2000",,Switzerland,BERSENNAS HAMLET PRINCE OF DENMARK,GANA V SCHEIMATTHOF,IRRGANG VOGT,2000
16538,Litter_Detail?LitterID=16538,"Dec 11, 2000",010486,Norway,NEWTON AV MILKCREEK,ZANDRINA'S RINA REECE,BRENNE,2000
18808,Litter_Detail?LitterID=18808,"Dec 11, 2000",,Belgium,UGOR VON SABWYJAMER,VLAIKA VAN PASAGNAN,VANDEVEIRE,2000
34063,Litter_Detail?LitterID=34063,"Dec 11, 2000",WR008833,USA,PRAIRIEFIRE'S IT'S SHOWTIME,LEGENDS NIGHT IN WHITE SATIN,FITZGERALD (KS),2000
33946,Litter_Detail?LitterID=33946,"Dec 11, 2000",WR023333,USA,SWISS STAR'S MARK MY WORDS,SNOBEARS MISCHIEF MAKER,CHAPDELAINE (CA) & CHAPDELAINE (CA),2000
34301,Litter_Detail?LitterID=34301,"Dec 9, 2000",WR014154,USA,HONEYBEAR'S WISEGUY V JABERWOCK,CO. WINGS DON'T MESS WITH ME,HILDRE (MN),2000
18807,Litter_Detail?LitterID=18807,"Dec 9, 2000",,Belgium,SULTAN DE L'HEROIQUE,XILENA DU BOIS BERNOIS,MASSANGE DE COLLOMBS,2000
23595,Litter_Detail?LitterID=23595,"Dec 9, 2000",,United Kingdom,KERNOW MY WAY FOR JAYBIEM,HONORENE FORSYTHIA,BARNARD (),2000
8618,Litter_Detail?LitterID=8618,"Dec 8, 2000",EQ295717KY,Canada,MOUNTAIN SPIRIT'S BASHFUL,SCHMUCKI UDO PENELOPPE,TURBIDE (QC),2000
34178,Litter_Detail?LitterID=34178,"Dec 8, 2000",GU469713KY,Canada,OBERNOIS JOYEUX KOUCHY,OBERNOIS FEY OPAL,BEAUDRY (QC),2000
43819,Litter_Detail?LitterID=43819,"Dec 8, 2000",,Netherlands,BERNO (V.D. BENNORA),JOYCE,VAN ESSEN,2000
59735,Litter_Detail?LitterID=59735,"Dec 7, 2000",,Netherlands,JERRY FROM THE HAPPY DOG'S FARM,JOYCE FROM THE HAPPY DOG'S FARM,SAASEN,2000
23180,Litter_Detail?LitterID=23180,"Dec 7, 2000",WR010112,USA,JAN-JAKOB V  BÄRNBIET,PEZ JACKIE,HORST (PA),2000
33222,Litter_Detail?LitterID=33222,"Dec 7, 2000",WR011525,USA,TALLPINE'S DIAL M FOR MURDER,JABERWOCK'S FRABJOUS DAY,HILL (WI),2000
33276,Litter_Detail?LitterID=33276,"Dec 7, 2000",WR014326,USA,L-SIN-SKYLYN'S HARLEIGH'S REVENGE,VON ENGEL'S BISCAYNE BAY,VON ENGEL,2000
32738,Litter_Detail?LitterID=32738,"Dec 6, 2000",WR004274,USA,LENTREROCHE BEAU D'OBERLAND,MEADOW WOOD XQUISIT WERLWIND,SWITZLER,2000
32909,Litter_Detail?LitterID=32909,"Dec 6, 2000",WR003206,USA,WINTERTHUR'S MAGIC DRAGON,SOJOURNS TASHA OF LEWA,HAMILTON (PA) & KIERZEK (NJ),2000
4856,Litter_Detail?LitterID=4856,"Dec 6, 2000",WR009259,USA,DEEP VALLEY JASON,BEV'S PJ-BERNAE,BEILER (PA),2000
5023,Litter_Detail?LitterID=5023,"Dec 6, 2000",JAPAN,Japan,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2000
10730,Litter_Detail?LitterID=10730,"Dec 6, 2000",HS551349KY,Canada,RUDOLFE,MISS ABBIE DE LATREILLE,LATREILLE,2000
6737,Litter_Detail?LitterID=6737,"Dec 31, 2001",WR065575,USA,SILVERS TWISTEN OLIVER,SILVERS GERDA,SILVER (MI),2001
18334,Litter_Detail?LitterID=18334,"Dec 31, 2001",,Sweden,BERNERDALENS GULLIVER,BRÅNSLÄTTENS INA BRÅNINA,ÅSTRAND,2001
31552,Litter_Detail?LitterID=31552,"Dec 31, 2001",,Switzerland,BASCHI V STIERACKER,XOA V KLEINHOLZ,JUFER (),2001
32923,Litter_Detail?LitterID=32923,"Dec 31, 2001",,Poland,ALPI Z WOKANDY,WADERA MOLOSOS,,2001
33900,Litter_Detail?LitterID=33900,"Dec 31, 2001",,Netherlands,EALEY V.D. BUUT VRIJ HOEVE,YNDIANA DU BOIS BERNOIS AT WALDERSHELF,WILLEGERS,2001
37554,Litter_Detail?LitterID=37554,"Dec 31, 2001",,Australia,JENBERN ACACIA PARK,ZANZEBERN IN YOUR DREAMS,,2001
52739,Litter_Detail?LitterID=52739,"Dec 31, 2001",SWISS,Switzerland,DARIUS V NIBELUNGENPFAD,RIANA V SCHEIMATTHOF,BERGER (),2001
49473,Litter_Detail?LitterID=49473,"Dec 30, 2001",,Netherlands,BEETHOVEN VD ELDANIMO,NORA V.D. BENNORA,VAN EE,2001
34109,Litter_Detail?LitterID=34109,"Dec 30, 2001",WR056486,USA,WYEMEDE'S KAHUNA V ALANI,JAMARS MOW ME DOWN,CRAWFORD (MD) & CRAWFORD (MD),2001
28834,Litter_Detail?LitterID=28834,"Dec 30, 2001",,United Kingdom,NORTHMEADOW IMPERIAL PRINCE,NORTHMEADOW BLACK BESS,FRANKLIN,2001
5229,Litter_Detail?LitterID=5229,"Dec 30, 2001",WR064882,USA,LOWENZEHN'S REASON TO BELIEVE,OCTOBER'S LOVE'EM N LEAVE'EM,TALLEY (FL),2001
5210,Litter_Detail?LitterID=5210,"Dec 29, 2001",WR059480,USA,SWISSKISS FABULOUS BAKER BOY,SCHURLIKE DREAMS MEANT TO BE,SCHOORL (OR) & SCHOORL (OR),2001
6162,Litter_Detail?LitterID=6162,"Dec 29, 2001",AUSTRALIA,Australia,ZANZEBERN INKOGNITO,ZANZEBERN M HINGIS,LENNON (NSW),2001
33513,Litter_Detail?LitterID=33513,"Dec 29, 2001",WR057112,USA,CLASSIQUE'S TWO STEP,CLASSIQUE'S FIND YOUR DREAM,BRIGGLE,2001
34409,Litter_Detail?LitterID=34409,"Dec 28, 2001",WR063742,USA,LOWENZEHN'S REASON TO BELIEVE,BERNHERRS KNITE TIME GRACE,MCNEIL (NY),2001
6538,Litter_Detail?LitterID=6538,"Dec 28, 2001",GQ468732LY,Canada,TALLPINE'S DIAL M FOR MURDER,RUMCAY'S RAMBLING ROSE,ATKINSON (NB),2001
5205,Litter_Detail?LitterID=5205,"Dec 28, 2001",WR056661,USA,BRUNO Z GEMERSKEJ POLOMY,SZARHEGYALJAI OPAL,GAGE (TX),2001
5218,Litter_Detail?LitterID=5218,"Dec 28, 2001",WR060861,USA,ADESA I'M STEPPING OUT,SKYLYN EVERYONES TALKIN' ADESA,KINLEY-BLEWETT (OH),2001
10775,Litter_Detail?LitterID=10775,"Dec 28, 2001",HU550376LY,Canada,BLUE MTN'S BRAVEHEART,SASCHA'S LANTERN,WARD (ON),2001
10875,Litter_Detail?LitterID=10875,"Dec 28, 2001",CQ239175LY,Canada,YOHAN VON IZMAR,BERNGOLD MAIA V ZURICH,PITZINI (QC),2001
16425,Litter_Detail?LitterID=16425,"Dec 28, 2001",WR059462,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2001
15255,Litter_Detail?LitterID=15255,"Dec 27, 2001",,Hungary,WEKERLEI-NAGYMEDVE JOKER,ABONY-BERCI ARLETTE,UNKNOWN (),2001
4810,Litter_Detail?LitterID=4810,"Dec 27, 2001",JE582372LY,Canada,OBERLAND'S MY LIFE O'REILLY,OBERLAND'S WISPA D'VALLEVERDE,CABRELLI (BC),2001
17210,Litter_Detail?LitterID=17210,"Dec 27, 2001",,Australia,SHADOW WIZARD OF ESTCARP,DHARMANSK FOREST MIST,CARVILL,2001
34495,Litter_Detail?LitterID=34495,"Dec 27, 2001",WR059624,USA,DE-LI'S LOOK IT UP,DE-LI'S HOT NUMBER,OSTERMILLER (NY),2001
33258,Litter_Detail?LitterID=33258,"Dec 26, 2001",WR056687,USA,SOMMERFELDS BIG BEN,WAGONTALE'S FIRST NOEL,TEMPLES,2001
28832,Litter_Detail?LitterID=28832,"Dec 26, 2001",,United Kingdom,MUSTY LES BRULAZ,ERINSPARK OUR KATE'S,QUENNEL (),2001
5407,Litter_Detail?LitterID=5407,"Dec 26, 2001",,Switzerland,ARON V TONISBACH,KESSY V SONNENRAIN,BAUMBERGER-KERNEN (),2001
5701,Litter_Detail?LitterID=5701,"Dec 26, 2001",HU558653LY,Canada,DELASSIE ZURICH MATHEW,FICELLE DE LA CONSTELLATION,LEMIEUX,2001
10830,Litter_Detail?LitterID=10830,"Dec 26, 2001",HW549391LY,Canada,PRINCE DIEGO DES HAUTES VERNADES,HEIDI TODI DE CONSTELLATION,TESSIER (QC),2001
13221,Litter_Detail?LitterID=13221,"Dec 25, 2001",,Belgium,TRISTAN VON BERNERLIEBE,TAWAJAH'S UTKE,BAELEN-BERTEN,2001
13222,Litter_Detail?LitterID=13222,"Dec 25, 2001",,Belgium,AKAY V GRABENACHER,TAWAJAH'S UTE,BAELEN-BERTEN,2001
29820,Litter_Detail?LitterID=29820,"Dec 25, 2001",,USA,CASCADE ECHO'S QUITE THE RIOT,CASCADE ECHO'S FANCY FOOTWORK,WILLIAMS (OR),2001
19341,Litter_Detail?LitterID=19341,"Dec 25, 2001",,Netherlands,SIMBA VD LANDEWEER,KELLY AYLA UUT 'T WAARKHUUS,VAN BREE (),2001
37553,Litter_Detail?LitterID=37553,"Dec 25, 2001",,Australia,KLEURIG PIANO MAN,SENNEN SCASSI,,2001
46240,Litter_Detail?LitterID=46240,"Dec 25, 2001",,Netherlands,YASPER VAN DE SAMAIKA,ATINA V H. OPPERSTOK,PRINS,2001
46239,Litter_Detail?LitterID=46239,"Dec 24, 2001",,Netherlands,URKO VAN DE SAMAIKA,CHRISTINA,PRINS,2001
53187,Litter_Detail?LitterID=53187,"Dec 24, 2001",,Germany,MARC'S TOMBAY,MARC'S OFRA,BREMMEKAMP (),2001
58858,Litter_Detail?LitterID=58858,"Dec 24, 2001",,Netherlands,SIMBA VD LANDEWEER,CLEO V.H. ZANDFORT,OERLEMANS-HENDRIKX (),2001
28345,Litter_Detail?LitterID=28345,"Dec 24, 2001",,Lithuania,ENZO V KLEINDIETWIL,HERA POSEIDONAS,JONAUSKAS (),2001
26306,Litter_Detail?LitterID=26306,"Dec 24, 2001",,France,NAUGHTY BOY DES SENTES DE JACATIANG,OBIOU DES HAUTES VERNADES,RIPERT (),2001
27111,Litter_Detail?LitterID=27111,"Dec 24, 2001",,Germany,DONUT VOM SUBACHTAL,HEIDI VON ST. WOLFGANG,SCHIFFER (),2001
8652,Litter_Detail?LitterID=8652,"Dec 24, 2001",WR061360,USA,SWISS STAR'S MARK MY WORDS,SNO BEARS MISS MAD ABOUT YOU,CHAPDELAINE (CA) & CHAPDELAINE (CA),2001
5794,Litter_Detail?LitterID=5794,"Dec 24, 2001",WS001281,USA,TALLPINE'S FOR-N CORRESPONDENT,CASSI V NIBELUNGENPFAD,ELKSNIS (WV) & ELKSNIS (WV) & VON ENGEL,2001
7687,Litter_Detail?LitterID=7687,"Dec 24, 2001",WR059560,USA,BRUNO MICAH MAN,AMANDA Z LPELSKEJ KOTTINY,SHORES (),2001
5370,Litter_Detail?LitterID=5370,"Dec 24, 2001",WR054279,USA,NORMS POWER OF ELIJAH,BEAUTY MAE RIEHL,"RIEHL, JR (PA)",2001
6484,Litter_Detail?LitterID=6484,"Dec 23, 2001",JAPAN,Japan,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2001
11707,Litter_Detail?LitterID=11707,"Dec 23, 2001",,Hungary,WEKERLEI-NAGYMEDVE JOKER,MAGLOD-FALVI PETRA,UNKNOWN (),2001
27079,Litter_Detail?LitterID=27079,"Dec 23, 2001",,United Kingdom,ALPHANOVA GEPPETTO AT MANISLA,LITTLE NELL OF SILVRETTA,GOMME (),2001
25279,Litter_Detail?LitterID=25279,"Dec 23, 2001",,France,ZEUS VON PRAELENDA,OISTITI DU HARAS DE LA VERGNE,ISASCA,2001
49397,Litter_Detail?LitterID=49397,"Dec 23, 2001",,Netherlands,ABELTJE,SAM V.D. HOGE VELUWE,UNKNOWN (),2001
33232,Litter_Detail?LitterID=33232,"Dec 22, 2001",WR053726,USA,BEV'S ITZ BOGUS TIME V BB,BEV'S BLACK DIAMOND OF KTS,BURNEY (PA),2001
34247,Litter_Detail?LitterID=34247,"Dec 22, 2001",WR054322,USA,HAYFIELDS GRAND GARDENS WILL,BEST BET'S QUEEN OF HEARTS,VANN (CA),2001
20013,Litter_Detail?LitterID=20013,"Dec 22, 2001",,Germany,QUENTO V BERNETTA,ALVA V WORTBACH,FRERICK (),2001
18722,Litter_Detail?LitterID=18722,"Dec 22, 2001",,Belgium,AKAY V GRABENACHER,YKA DE L' HAMIAU DU MONT,VAN WYMEERSCH,2001
15654,Litter_Detail?LitterID=15654,"Dec 22, 2001",,Belgium,XONEL VAN 'T PACHTHOF,XENA VAN 'T PACHTHOF,DE DECKER - VAN DE VELDE,2001
5125,Litter_Detail?LitterID=5125,"Dec 21, 2001",WR055063,USA,SEAVARIDGE'S RAZZLE DAZZLE,YOD HEIDI ANN,SHENK (PA),2001
17697,Litter_Detail?LitterID=17697,"Dec 21, 2001",,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2001
27101,Litter_Detail?LitterID=27101,"Dec 21, 2001",,United Kingdom,MONALOU SECRET EDITION,MONALOU TEQUILLA SUNRISE,KAY (),2001
5045,Litter_Detail?LitterID=5045,"Dec 20, 2001",JG586615LY,Canada,SCHMUCKI GUIDO,MAIKO DE ST AMBROISE,FAUCHER (QC) & TURCOTTE (QC),2001
6138,Litter_Detail?LitterID=6138,"Dec 20, 2001",JAPAN,Japan,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2001
46119,Litter_Detail?LitterID=46119,"Dec 20, 2001",,Netherlands,YAKUMBA VAN 'T PACHTHOF,KATYA RADJA JELÄNGERJELIEBER,PRINS,2001
5209,Litter_Detail?LitterID=5209,"Dec 19, 2001",WR059463,USA,NOT IN BERNER-GARDE DATABASE,GOLDENBREEZ MOUNT BAILEY FLAME,LEACH (ME),2001
9719,Litter_Detail?LitterID=9719,"Dec 19, 2001",1074476LY,Canada,VIRUS,AVATAR'S MTN LAUREL V BEV'S,BURNEY (PA) & GROVES (ON),2001
18724,Litter_Detail?LitterID=18724,"Dec 19, 2001",,Belgium,UGOR VON SABWYJAMER,HERLETTA'S MILLE,MERGAERT,2001
18721,Litter_Detail?LitterID=18721,"Dec 19, 2001",,Belgium,YACK DE L'HORLEBECQ,SISKA DE L'HEROIQUE,DURET,2001
19497,Litter_Detail?LitterID=19497,"Dec 19, 2001",,Switzerland,NUXO V RÜSCHBODE,ORKA-BIANCA V KNEUBÜHL,UNKNOWN (),2001
18723,Litter_Detail?LitterID=18723,"Dec 18, 2001",,Belgium,UTHOR V SCHEIMATTHOF,ZOULAIKA VOM LARUMS BERNERHOF,BORMANS,2001
27120,Litter_Detail?LitterID=27120,"Dec 18, 2001",,United Kingdom,CEGSHE'S ZACHARIAS AT CERRIGBERN,NORTHMEADOW FOREVER EQUAL AT CERRIGBERN,DOVEY (),2001
25727,Litter_Detail?LitterID=25727,"Dec 18, 2001",,Denmark,SENNETTA'S SIXTEN,SENNETTA'S I CALL CLAUDIA,JENSEN (),2001
26423,Litter_Detail?LitterID=26423,"Dec 18, 2001",,France,GREG VOM VOGTLANDHOF,MUSE DU MAS DE CHABRENILLE,TRIOMPHE (),2001
28521,Litter_Detail?LitterID=28521,"Dec 18, 2001",,United Kingdom,OLDBERNE BERTIE EINSTEIN,GREDDOCH MADAM CHOLET,SMITHERS (),2001
16146,Litter_Detail?LitterID=16146,"Dec 18, 2001",,Germany,BALDUS V MIRA BERNINA,FAETUSA V HEIDEHÜGL,DINGER,2001
12133,Litter_Detail?LitterID=12133,"Dec 18, 2001",WR056789,USA,NOT IN BERNER-GARDE DATABASE,NOT IN BERNER-GARDE DATABASE,UNKNOWN (),2001
5044,Litter_Detail?LitterID=5044,"Dec 18, 2001",JN612187LY,Canada,MOUNTAIN SPIRIT'S BASHFUL,MOUNTAIN SPIRIT'S SECRECY,BARITEAU (QC) & TURBIDE (QC),2001
4891,Litter_Detail?LitterID=4891,"Dec 18, 2001",GN480428LY,Canada,BEV'S THE LEADER OF THE BAND,LITTLEBEAR'S JULY'S SWEET CEILIDH,HUME (ON) & HUME (ON),2001
34062,Litter_Detail?LitterID=34062,"Dec 18, 2001",WR057276,USA,SILVER'S STOGIE BEAR !,GABRIEL-BERNAE'S DELIGHT,BEILER (PA),2001
37552,Litter_Detail?LitterID=37552,"Dec 17, 2001",,Australia,SWITZBERNE GENTLE GENIUS,LYNSENNEN LYDIA BENNET,,2001
59626,Litter_Detail?LitterID=59626,"Dec 17, 2001",,Netherlands,APRES-TOI VOM TSCHENTENBACH,BUMPERS JILL OF THE BERNESE GARDEN,,2001
59819,Litter_Detail?LitterID=59819,"Dec 17, 2001",,Netherlands,SILENT SIMON FROM THE BARKING BUNCH,SANJA FLODDER V.D. HENDRIKAHOEVE,KAASJAGER-POL (),2001
5396,Litter_Detail?LitterID=5396,"Dec 17, 2001",WR057012,USA,TALLPINE'S TYPHOON BEDMARK,DEGRASSO'S ALANI V LAYLA,BOWMAN (HI),2001
21188,Litter_Detail?LitterID=21188,"Dec 17, 2001",,France,MYLORD DU RUISSEAU ENSOLEILLE,PAULINE DES OURS DU MONT AURELIEN,UNKNOWN (),2001
7045,Litter_Detail?LitterID=7045,"Dec 16, 2001",WR061881,USA,SZENTGYORGYI GODOR ALEX,BABSY SPOD HRADZE,MILLER (OK),2001
15962,Litter_Detail?LitterID=15962,"Dec 16, 2001",WR053228,USA,SILVERS HAPPY TRAILS TO DIAN,BLUE HEAVEN'S HELLO HALO,DEGROTE (MN),2001
15085,Litter_Detail?LitterID=15085,"Dec 16, 2001",WR061882,USA,HEGYHATI-NEMES CARLOS,ELOISA JAZAR,MILLER (OK),2001
11163,Litter_Detail?LitterID=11163,"Dec 15, 2001",,Switzerland,BOSCO DA LA ROUDA,KATHY V RÜSCHBODE,BURI (),2001
27292,Litter_Detail?LitterID=27292,"Dec 15, 2001",,USA,KONNECT'S KODIAC MOMENT,SWISSKUSS ZIA'S STORMY MAGIC,HUGHES (KY),2001
58183,Litter_Detail?LitterID=58183,"Dec 15, 2001",,Netherlands,OKKIE VON RAMAC,RANY V RAMAC,GORSSELING (),2001
52725,Litter_Detail?LitterID=52725,"Dec 14, 2001",WR056845,USA,MAITLANDS COMET,BERGEIST STARS TO STEER BY,PIERCEFIELD (KY),2001
59846,Litter_Detail?LitterID=59846,"Dec 14, 2001",,Netherlands,SILENT SIMON FROM THE BARKING BUNCH,AMIEBRENDA V.'T GEENEINDTJE,,2001
28205,Litter_Detail?LitterID=28205,"Dec 14, 2001",,Netherlands,APRES-TOI VOM TSCHENTENBACH,DÉJÀ VU HELVETIA VOM BURGSEELI AT IMMERDINE,SCHMOCKER (),2001
